"","Country","Region","Election / Renewal","Year","Month","Chamber Type","Chamber Total Seats","Total women","% Of Women in Chamber","NOTES"
"3588","Viet Nam","ASIA","Yes",2002,NA,"Single","498","136","0.27309236947791166",NA
"3589","Viet Nam","ASIA","Yes",2007,"May","Single","493","127","0.25760649087221094",NA
"3590","Viet Nam","ASIA","Yes",2011,"May","Single","500","122","0.24399999999999999",NA
"3591","Viet Nam","ASIA","Yes",2016,NA,"Single","498","121","0.2429718875502008",NA
"3592","Viet Nam","ASIA","Yes",2016,"May","Single","496","133","0.26814516129032256",NA
"3593","Viet Nam","ASIA","Yes",2016,"July","Single","494","132","0.26720647773279355",NA
"3594","Viet Nam North  (Democratic Republic Of)","ASIA","Yes",1946,NA,"Single","219","10","4.5662100456621002E-2",NA
"3595","Viet Nam North  (Democratic Republic Of)","ASIA","Yes",1960,NA,"Single","362","49","0.13535911602209943",NA
"3596","Viet Nam North  (Democratic Republic Of)","ASIA","Yes",1964,NA,"Single","366","62","0.16939890710382513",NA
"3597","Viet Nam North  (Democratic Republic Of)","ASIA","Yes",1971,NA,"Single","420","125","0.29761904761904762","First legislature of the Democratic Republic of Viet Nam, proclaimed in 1955."
"3598","Viet Nam North  (Democratic Republic Of)","ASIA","Yes",1975,NA,"Single","424","137","0.32311320754716982",NA
"3599","Viet Nam South (Republic Of)","ASIA","Yes",1956,NA,"Temporary Assembly","Not available","Not available","Not available","Unicameral Constituent Assembly. The total number of seats at the time was 123, but this was not counted since information on the number of women is unavailable."
"3600","Viet Nam South (Republic Of)","ASIA","Yes",1960,NA,"Lower","Not available","Not available","Not available","First legislature of the Republic of Viet Nam, proclaimed in 1955."
"3601","Viet Nam South (Republic Of)","ASIA","Yes",1960,NA,"Upper","Not available","Not available","Not available","First legislature of the Republic of Viet Nam, proclaimed in 1955."
"3602","Viet Nam South (Republic Of)","ASIA","Yes",1963,"September","Lower","Not available","Not available","Not available","Parliament was dissolved following a military coup d'Etat on 1 November 1963."
"3603","Viet Nam South (Republic Of)","ASIA","Yes",1963,"September","Upper","Not available","Not available","Not available","Parliament was dissolved following a military coup d'Etat on 1 November 1963."
"3604","Viet Nam South (Republic Of)","ASIA","Yes",1966,NA,"Single","117","1","8.5470085470085479E-3",NA
"3605","Viet Nam South (Republic Of)","ASIA","Yes",1973,NA,"Lower","Not available","Not available","Not available","Collapse of institutions in South Viet Nam in April 1975."
"3606","Viet Nam South (Republic Of)","ASIA","Yes",1973,NA,"Upper","Not available","Not available","Not available","Collapse of institutions in South Viet Nam in April 1975. The total number of seats at the time was 60, but this was not counted since information on the number of women is unavailable."
"3607","Yemen","MENA","Yes",1990,"May","Single","301","10","3.3222591362126248E-2","On 22 May 1990, the unification of the Arab Republic of Yemen and the People's Democratic Republic of Yemen entailed the amalgamation of the two Republics' Parliaments into a unicameral House of Representatives. 31 members appointed by the Head of State."
"3608","Yemen","MENA","Yes",1993,"April","Single","301","2","6.6445182724252493E-3","31 members appointed by the Head of State."
"3609","Yemen","MENA","Yes",1997,NA,"Lower","301","2","6.6445182724252493E-3","31 members appointed by the Head of State."
"3610","Yemen","MENA","Yes",2001,"April","Upper","111","2","1.8018018018018018E-2","All members of the Upper House are appointed"
"3611","Yemen","MENA","Yes",2003,"April","Lower","301","1","3.3222591362126247E-3",NA
"3612","Yemen North (Yemen Arab Republic)","MENA","Yes",1970,NA,"Single","99","0","0","First legislature of the Arab Republic of Yemen proclaimed on 30 November 1967.  The Assembly was later dissolved following a military coup d'Etat on 13 June 1974."
"3613","Yemen North (Yemen Arab Republic)","MENA","Yes",1978,NA,"Single","99","0","0","People's Constituent Assembly where all the members were appointed for 3 years by the Military Command Council."
"3614","Yemen North (Yemen Arab Republic)","MENA","Yes",1988,NA,"Single","159","0","0","128 elected members and 31 appointed by the Head of State."
"3615","Yemen South (People's Democratic Republic)","MENA","Yes",1967,NA,"Single","Not available","Not available","Not available","First legislature of the People's Democratic Republic of Yemen, proclaimed on 30 November 1967. The total number of seats at the time was 101, but this was not counted since information on the number of women is unavailable."
"3616","Yemen South (People's Democratic Republic)","MENA","Yes",1971,NA,"Single","101","9","8.9108910891089105E-2","In 1971, the members of the Council were all appointed."
"3617","Yemen South (People's Democratic Republic)","MENA","Yes",1978,NA,"Single","111","7","6.3063063063063057E-2",NA
"3618","Yemen South (People's Democratic Republic)","MENA","Yes",1986,NA,"Single","111","11","9.90990990990991E-2",NA
"3619","Yemen South (People's Democratic Republic)","MENA","Yes",1989,NA,"Single","270","11","4.0740740740740744E-2",NA
"3620","Yugoslavia (Federal Republic of)","EUR","Yes",1992,"May","Lower","136","7","5.1470588235294115E-2","The nominal number of seats for the Lower House is 138, but there were 2 vacancies"
"3621","Yugoslavia (Federal Republic of)","EUR","Yes",1992,"May","Lower","138","4","2.8985507246376812E-2",NA
"3622","Yugoslavia (Federal Republic of)","EUR","Yes",1992,"December","Upper","40","1","2.5000000000000001E-2",NA
"3623","Yugoslavia (Federal Republic of)","EUR","Yes",1993,"February","Upper","40","1","2.5000000000000001E-2",NA
"3624","Yugoslavia (Federal Republic of)","EUR","Yes",1994,"March","Upper","36","1","2.7777777777777776E-2","The nominal number of seats for the Upper House is 40, but there were 4 vacancies in the Serbian Assembly. Four vacancies following elections to the National Assembly of the Republic of Serbia"
"3625","Yugoslavia (Federal Republic of)","EUR","Yes",1996,"November","Lower","138","7","5.0724637681159424E-2","Data only found on Parline"
"3626","Yugoslavia (Federal Republic of)","EUR","Yes",1998,"March","Upper","40","4","0.1",NA
"3627","Yugoslavia (Federal Republic of)","EUR","Yes",2000,"September","Lower","138","10","7.2463768115942032E-2",NA
"3628","Yugoslavia (Federal Republic of)","EUR","Yes",2000,"September","Upper","40","1","2.5000000000000001E-2",NA
"3629","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1945,NA,"Temporary Assembly","349","9","2.5787965616045846E-2","This was Yugoslavia's (Socialist Federal Republic of) Constituent Assembly, Lower House. After the adoption of the Constitution, the Constituent Assembly became the Federal People's Republic of Yugoslavia (Federal People's Republic Of) Assembly on 31 January 1946."
"3630","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1945,NA,"Temporary Assembly","175","11","6.2857142857142861E-2","This was Yugoslavia's (Socialist Federal Republic of) Constituent Assembly, Upper House. After the adoption of the Constitution, the Constituent Assembly became the Federal People's Republic of Yugoslavia (Federal People's Republic Of) Assembly on 31 January 1946."
"3631","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1947,NA,"Lower","362","10","2.7624309392265192E-2","By-elections to the People's Assembly of the Federal People's Republic of Yugoslavia (Federal People's Republic Of) were held on 30 November 1947 to full, in the Federal Chamber, the additional seats corresponding to the region united with Yugoslavia (Federal People's Republic Of) in accordance with the Peace Treaty with Italy.  The situation presented here corresponds to the situation after those elections which brought the total number of seats in the People's Assembly to 537."
"3632","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1947,NA,"Upper","175","11","6.2857142857142861E-2",NA
"3633","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1950,NA,"Lower","405","13","3.2098765432098768E-2",NA
"3634","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1950,NA,"Upper","215","18","8.3720930232558138E-2",NA
"3635","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1953,NA,"Lower","352","19","5.3977272727272728E-2",NA
"3636","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1953,NA,"Upper","202","7","3.4653465346534656E-2",NA
"3637","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1958,NA,"Lower","371","24","6.4690026954177901E-2",NA
"3638","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1958,NA,"Upper","216","14","6.4814814814814811E-2",NA
"3639","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1963,"June","Special","190","33","0.1736842105263158","The 1963 Constitution of Yugoslavia (Federal People's Republic Of) created a national assembly with 5 chambers. The term of the Federal Assembly was from 29 June 1963 to 16 May 1969.  According to the Electoral Law in force at the time, at least 50% of the delegates of each Chamber had to be replaced every two years.  Membership of the five Chambers is given here for the successive two-year periods. This chamber of parliament, called ""Nationalities"", functions as a Lower House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
"3640","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1963,"June","Special","120","12","0.1","The 1963 Constitution of Yugoslavia (Federal People's Republic Of) created a national assembly with 5 chambers. The term of the Federal Assembly was from 29 June 1963 to 16 May 1969.  According to the Electoral Law in force at the time, at least 50% of the delegates of each Chamber had to be replaced every two years.  Membership of the five Chambers is given here for the successive two-year periods. This chamber of parliament, called ""Economic"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
"3641","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1963,"June","Special","120","34","0.28333333333333333","The 1963 Constitution of Yugoslavia (Federal People's Republic Of) created a national assembly with 5 chambers. The term of the Federal Assembly was from 29 June 1963 to 16 May 1969.  According to the Electoral Law in force at the time, at least 50% of the delegates of each Chamber had to be replaced every two years.  Membership of the five Chambers is given here for the successive two-year periods. This chamber of parliament, called ""Education"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
"3642","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1963,"June","Special","120","16","0.13333333333333333","The 1963 Constitution of Yugoslavia (Federal People's Republic Of) created a national assembly with 5 chambers. The term of the Federal Assembly was from 29 June 1963 to 16 May 1969.  According to the Electoral Law in force at the time, at least 50% of the delegates of each Chamber had to be replaced every two years.  Membership of the five Chambers is given here for the successive two-year periods. This chamber of parliament, called ""Organizational"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
"3643","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1963,"June","Special","120","36","0.3","The 1963 Constitution of Yugoslavia (Federal People's Republic Of) created a national assembly with 5 chambers. The term of the Federal Assembly was from 29 June 1963 to 16 May 1969.  According to the Electoral Law in force at the time, at least 50% of the delegates of each Chamber had to be replaced every two years.  Membership of the five Chambers is given here for the successive two-year periods. This chamber of parliament, called ""Welfare"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
"3644","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1965,"April","Special","190","26","0.1368421052631579","This chamber of parliament, called ""Nationalities"", functions as a Lower House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
"3645","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1965,"April","Special","120","7","5.8333333333333334E-2","This chamber of parliament, called ""Economic"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
"3646","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1965,"April","Special","120","26","0.21666666666666667","This chamber of parliament, called ""Education"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
"3647","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1965,"April","Special","120","16","0.13333333333333333","This chamber of parliament, called ""Organizational"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
"3648","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1965,"April","Special","120","44","0.36666666666666664","This chamber of parliament, called ""Welfare"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
"3649","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1967,"April","Special","190","18","9.4736842105263161E-2","This chamber of parliament, called ""Nationalities"", functions as a Lower House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
"3650","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1967,"April","Special","120","2","1.6666666666666666E-2","This chamber of parliament, called ""Economic"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
"3651","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1967,"April - May","Special","120","25","0.20833333333333334","This chamber of parliament, called ""Education"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
"3652","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1967,"April","Special","120","13","0.10833333333333334","This chamber of parliament, called ""Organizational"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
"3653","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1967,"April","Special","120","31","0.25833333333333336","This chamber of parliament, called ""Welfare"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
"3654","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1969,"May","Special","140","19","0.1357142857142857","This chamber of parliament, called ""Nationalities"", functions as a Lower House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
"3655","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1969,"April","Special","120","7","5.8333333333333334E-2","This chamber of parliament, called ""Socio-Political"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time. This Chamber replaces the previous ""Organizational"" chamber; unable to find more details on this development."
"3656","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1969,"April","Special","120","1","8.3333333333333332E-3","This chamber of parliament, called ""Economic"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
"3657","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1969,"April","Special","120","14","0.11666666666666667","This chamber of parliament, called ""Education"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
"3658","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1969,"April","Special","120","9","7.4999999999999997E-2","This chamber of parliament, called ""Welfare"", functions as an Upper House of Parliament and is part of a special assembly composed of 5 chambers in existence in Yugoslavia at the time."
"3659","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1974,"April","Lower","220","42","0.19090909090909092","Women numbers based on the 1995 reply, found more reliable; on Parline, it is 33 women"
"3660","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1974,"May","Upper","87","9","0.10344827586206896","The nominal number of seats for the Upper House is 88, but there was 1 vacancy"
"3661","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1978,"April","Lower","220","44","0.2",NA
"3662","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1978,"May","Upper","88","10","0.11363636363636363",NA
"3663","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1982,"April","Lower","220","45","0.20454545454545456",NA
"3664","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1982,"May","Upper","88","9","0.10227272727272728",NA
"3665","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1986,"April","Lower","220","40","0.18181818181818182","By a Constitutional Law of 15 March 1990 the term of the Assembly of the S.F.R.Y. was prolonged until 30 December 1990; subsequently, on 15 November 1990, the Federal Council of the S.F.R.Y. decided to extend its term until such time as a new Assembly of the S.F.R.Y. had been formed as a result of pluralist elections.  On 28 December 1990, the Chamber of Republics and Provinces decided to extend until 15 May 1991 the term of office of its delegates representing the assemblies of the Socialist Republics and the Autonomous Socialist Provinces.  On 26 April 1991, the Chamber of Republics and Provinces adopted an amendment to that latter decision prolonging its members' term of office.  On 25 June 1991, the number of delegates in the Federal Assembly of the S.F.R.Y. changed as a result of the secession of the R.S. of Slovenia, Croatia, Macedonia and Bosnia and Herzegovina."
"3666","Yugoslavia (Socialist Federal Republic of)","EUR","Yes",1986,"May","Upper","88","9","0.10227272727272728","By a Constitutional Law of 15 March 1990 the term of the Assembly of the S.F.R.Y. was prolonged until 30 December 1990; subsequently, on 15 November 1990, the Federal Council of the S.F.R.Y. decided to extend its term until such time as a new Assembly of the S.F.R.Y. had been formed as a result of pluralist elections.  On 28 December 1990, the Chamber of Republics and Provinces decided to extend until 15 May 1991 the term of office of its delegates representing the assemblies of the Socialist Republics and the Autonomous Socialist Provinces.  On 26 April 1991, the Chamber of Republics and Provinces adopted an amendment to that latter decision prolonging its members' term of office.  On 25 June 1991, the number of delegates in the Federal Assembly of the S.F.R.Y. changed as a result of the secession of the R.S. of Slovenia, Croatia, Macedonia and Bosnia and Herzegovina."
"3667","Zambia","SUB-SAHARAN","Yes",1964,NA,"Temporary Assembly","75","4","5.3333333333333337E-2","This unicameral Legislative Council elected in January 1964 became the first legislature of Zambia after the country became independent on 24 October 1964; it was renamed the National Assembly on 28 October 1964. Concerns all elections: certain members appointed by the Head of State and the Speaker of the National Assembly."
"3668","Zambia","SUB-SAHARAN","Yes",1968,NA,"Single","111","2","1.8018018018018018E-2",NA
"3669","Zambia","SUB-SAHARAN","Yes",1973,NA,"Single","136","8","5.8823529411764705E-2",NA
"3670","Zambia","SUB-SAHARAN","Yes",1978,NA,"Single","136","6","4.4117647058823532E-2",NA
"3671","Zambia","SUB-SAHARAN","Yes",1983,NA,"Single","136","4","2.9411764705882353E-2",NA
"3672","Zambia","SUB-SAHARAN","Yes",1988,NA,"Single","136","9","6.6176470588235295E-2",NA
"3673","Zambia","SUB-SAHARAN","Yes",1991,NA,"Single","150","10","6.6666666666666666E-2",NA
"3674","Zambia","SUB-SAHARAN","Yes",1996,NA,"Single","158","16","0.10126582278481013",NA
"3675","Zambia","SUB-SAHARAN","Yes",2001,"December","Single","158","19","0.12025316455696203","An additional woman was nominated in January 2002, bringing the total number of women up to 20."
"3676","Zambia","SUB-SAHARAN","Yes",2006,"September","Single","157","23","0.1464968152866242",NA
"3677","Zambia","SUB-SAHARAN","Yes",2011,"September","Single","155","17","0.10967741935483871",NA
"3678","Zambia","SUB-SAHARAN","Yes",2016,NA,"Single","158","20","0.12658227848101267",NA
"3679","Zambia","SUB-SAHARAN","Yes",2016,"August","Single","167","30","0.17964071856287425",NA
"3680","Zimbabwe","SUB-SAHARAN","Yes",1980,NA,"Lower","100","8","0.08","First legislature of Zimbabwe after the country became independent on 18 April 1980."
"3681","Zimbabwe","SUB-SAHARAN","Yes",1980,NA,"Upper","40","3","7.4999999999999997E-2","First legislature of Zimbabwe after the country became independent on 18 April 1980. 24 Senators appointed by the Assembly, 10 Chiefs and 6 Senators appointed by the Head of State."
"3682","Zimbabwe","SUB-SAHARAN","Yes",1985,NA,"Lower","100","11","0.11",NA
"3683","Zimbabwe","SUB-SAHARAN","Yes",1985,NA,"Upper","40","4","0.1","24 Senators appointed by the Assembly, 10 Chiefs and 6 Senators appointed by the Head of State."
"3684","Zimbabwe","SUB-SAHARAN","Yes",1990,"March","Single","150","18","0.12",NA
"3685","Zimbabwe","SUB-SAHARAN","Yes",1995,"April","Single","150","22","0.14666666666666667","120 elected and 30 seats reserved for members appointed by the President of the Republic and traditional Chiefs. One woman was then appointed Ambassador and was replaced by a man."
"3686","Zimbabwe","SUB-SAHARAN","Yes",2000,NA,"Single","150","14","9.3333333333333338E-2",NA
"3687","Zimbabwe","SUB-SAHARAN","Yes",2005,"March","Lower","150","24","0.16",NA
"3688","Zimbabwe","SUB-SAHARAN","Yes",2005,"November","Upper","66","21","0.31818181818181818",NA
"3689","Zimbabwe","SUB-SAHARAN","Yes",2008,"March","Lower","210","32","0.15238095238095239",NA
"3690","Zimbabwe","SUB-SAHARAN","Yes",2008,"March","Upper","90","23","0.25555555555555554",NA
"3691","Zimbabwe","SUB-SAHARAN","Yes",2013,"September","Lower","270","85","0.31481481481481483","*The statutory number of members of the National Assembly stipulated in the 2013 Constitution is 210, one elected from each of the 210 constituencies. In accordance with Article 124 (1) (b) of the Constitution, an additional 60 seats will be reserved for women only for the first two Parliaments to be elected under the 2013 Constitution (i.e., in 2013 and the next one due in 2018)."
"3692","Zimbabwe","SUB-SAHARAN","Yes",2013,"September","Upper","80","38","0.47499999999999998",NA
"3693","Zimbabwe","SUB-SAHARAN","Yes",2018,"July","Lower","270","85","0.31481481481481483","60 reserved seats for women (only valid for the 2013 and 2018 elections)"
"3694","Zimbabwe","SUB-SAHARAN","Yes",2018,"July","Upper","80","35","0.4375",NA
"3695","Malaysia","ASIA","Continuous Renewal",1959,NA,"Upper","37","0","0","First legislature of Malaysia after the country became independent on 31 August 1957. The nominal number of seats is 38, but there was 1 vacancy at the time; Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
"3696","Malaysia","ASIA","Continuous Renewal",1960,NA,"Upper","38","0","0","Senators are appointed or elected at varying dates.The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
"3697","Malaysia","ASIA","Continuous Renewal",1961,NA,"Upper","38","0","0","Senators are appointed or elected at varying dates.The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
"3698","Malaysia","ASIA","Continuous Renewal",1962,NA,"Upper","38","0","0","Senators are appointed or elected at varying dates.The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
"3699","Malaysia","ASIA","Continuous Renewal",1963,NA,"Upper","38","0","0","Senators are appointed or elected at varying dates.The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
"3700","Malaysia","ASIA","Continuous Renewal",1964,NA,"Upper","38","0","0","Senators are appointed or elected at varying dates.The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
"3701","Malaysia","ASIA","Continuous Renewal",1965,NA,"Upper","58","2","3.4482758620689655E-2","The nominal number of seats is 60, but there were 2 vacancies at the time. Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
"3702","Malaysia","ASIA","Continuous Renewal",1966,NA,"Upper","58","2","3.4482758620689655E-2","Senators are appointed or elected at varying dates.The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
"3703","Malaysia","ASIA","Continuous Renewal",1967,NA,"Upper","58","2","3.4482758620689655E-2","Senators are appointed or elected at varying dates.The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
"3704","Malaysia","ASIA","Continuous Renewal",1968,NA,"Upper","58","2","3.4482758620689655E-2","Senators are appointed or elected at varying dates.The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
"3705","Malaysia","ASIA","Continuous Renewal",1969,NA,"Upper","58","2","3.4482758620689655E-2","Senators are appointed or elected at varying dates.The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
"3706","Malaysia","ASIA","Continuous Renewal",1970,NA,"Upper","58","2","3.4482758620689655E-2","Senators are appointed or elected at varying dates.The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
"3707","Malaysia","ASIA","Continuous Renewal",1971,NA,"Upper","58","2","3.4482758620689655E-2","Senators are appointed or elected at varying dates.The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
"3708","Malaysia","ASIA","Continuous Renewal",1972,NA,"Upper","54","2","3.7037037037037035E-2","The nominal number of seats is 60, but there were 6 vacancies at the time. Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
"3709","Malaysia","ASIA","Continuous Renewal",1973,NA,"Upper","54","2","3.7037037037037035E-2","Senators are appointed or elected at varying dates.The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
"3710","Malaysia","ASIA","Continuous Renewal",1974,NA,"Upper","54","2","3.7037037037037035E-2","Senators are appointed or elected at varying dates.The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
"3711","Malaysia","ASIA","Continuous Renewal",1975,NA,"Upper","54","2","3.7037037037037035E-2","Senators are appointed or elected at varying dates.The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
"3712","Malaysia","ASIA","Continuous Renewal",1976,NA,"Upper","54","5","9.2592592592592587E-2","The nominal number of seats is 58, but there were 4 vacancies at the time. Senators are appointed or elected at varying dates.  The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
"3713","Malaysia","ASIA","Continuous Renewal",1977,NA,"Upper","54","5","9.2592592592592587E-2","Senators are appointed or elected at varying dates.The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
"3714","Malaysia","ASIA","Continuous Renewal",1978,NA,"Upper","54","5","9.2592592592592587E-2","Senators are appointed or elected at varying dates.The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
"3715","Malaysia","ASIA","Continuous Renewal",1979,NA,"Upper","54","5","9.2592592592592587E-2","Senators are appointed or elected at varying dates.The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
"3716","Malaysia","ASIA","Continuous Renewal",1980,NA,"Upper","67","7","0.1044776119402985","Senators are appointed or elected at varying dates.The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
"3717","Malaysia","ASIA","Continuous Renewal",1981,NA,"Upper","67","7","0.1044776119402985","Senators are appointed or elected at varying dates.The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
"3718","Malaysia","ASIA","Continuous Renewal",1982,NA,"Upper","67","7","0.1044776119402985","Senators are appointed or elected at varying dates.The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
"3719","Malaysia","ASIA","Continuous Renewal",1983,NA,"Upper","67","7","0.1044776119402985","Senators are appointed or elected at varying dates.The numbers of total members and women members correspond to the situation after the Parliamentary (Lower House) elections, during which the Senate is at its maximum strength and when the King's Speech is debated in the Senate."
"3720","Malaysia","ASIA","Continuous Renewal",1984,NA,"Upper","53","7","0.13207547169811321","The nominal number of seats is 69, but there were 16 vacancies at the time: 26 elected by the State Legislative Assemblies and 43 appointed by the King."
"3721","Malaysia","ASIA","Continuous Renewal",1985,NA,"Upper","53","7","0.13207547169811321","26 elected by the State Legislative Assemblies and 43 appointed by the King."
"3722","Malaysia","ASIA","Continuous Renewal",1986,NA,"Upper","53","7","0.13207547169811321","26 elected by the State Legislative Assemblies and 43 appointed by the King."
"3723","Malaysia","ASIA","Continuous Renewal",1987,NA,"Upper","53","7","0.13207547169811321","26 elected by the State Legislative Assemblies and 43 appointed by the King."
"3724","Malaysia","ASIA","Continuous Renewal",1988,NA,"Upper","53","7","0.13207547169811321","26 elected by the State Legislative Assemblies and 43 appointed by the King."
